,source,author,title,description,url,urlToImage,publishedAt,content
154,"{'id': None, 'name': 'Torontosun.com'}",,beef recall expands as toronto slaughterhouse co operates with cfia toronto sun,beef recall expands as toronto slaughterhouse co operates with cfia toronto sun ontario wide meat recall includes st catharines store stcatharinesstandard ca walmart pusateri s named in cfia s updated beef and veal products recall ctv news beef recall expan,https://torontosun.com/news/local-news/toronto-slaughterhouses-beef-recall-expands,https://postmediatorontosun.files.wordpress.com/2019/10/meat2.jpg,2019-10-16T21:37:00Z,a large recall of raw beef and veal products continued to expand this week with canadas food watchdog issuing safety warnings about dozens of items sold at restaurants and retail outlets including walmart and the gourmet food chain pusateris the canadian 
155,"{'id': 'the-globe-and-mail', 'name': 'The Globe And Mail'}",Salmaan Farooqui,un report blasts abhorrent housing conditions of canadas indigenous people the globe and mail,un report blasts abhorrent housing conditions of canadas indigenous people the globe and mail un report highlights abhorrent housing conditions for indigenous people ctv news indigenous people face abhorrent housing conditions in canada un report huff,https://www.theglobeandmail.com/canada/article-un-report-blasts-abhorrent-housing-conditions-of-canadas-indigenous/,https://www.theglobeandmail.com/resizer/gLQtbLy84UJMCuUrDk5uLHjIUmo=/1200x0/filters:quality(80)/arc-anglerfish-tgam-prod-tgam.s3.amazonaws.com/public/ZE5LTENZ5BA27CFN2UJSL2J77I.JPG,2019-10-21T11:40:35Z,leilani farha un special rapporteur on the right to adequate housing speaks during a press conference in cairo egypt on oct 3 2018 amr abdallah dalsh reuters a united nations report is highlighting the role abhorrent housing conditions play in the p 
156,"{'id': None, 'name': 'Ctvnews.ca'}",Joanna Smith,trudeau invokes memory of his father to inspire rally on his 100th birthday ctv news,trudeau invokes memory of his father to inspire rally on his 100th birthday ctv news canada election justin trudeau attends rally in milton ont live global news trudeau defends record on indigenous issues as stump speech mentions are brief ctv news golds,https://election.ctvnews.ca/trudeau-invokes-memory-of-his-father-to-inspire-rally-on-his-100th-birthday-1.4644805,https://www.ctvnews.ca/polopoly_fs/1.4644818.1571419244!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg,2019-10-18T17:23:00Z,vaughan ont justin trudeau chose to share a memory of his father on what would have been his 100th birthday to motivate a crowd hoping the liberals can pull off another victory my father always used to tell me that when you are paddling across a big 
157,"{'id': None, 'name': 'Torontosun.com'}",,dear canada alienated westerners voice frustration in wake of election toronto sun,dear canada alienated westerners voice frustration in wake of election toronto sun former alberta premier says she d support federal liberals navigate western division ctv news we need to really go to work goodale calls for liberal outreach in western can,https://torontosun.com/news/national/dear-canada-alienated-westerners-voice-frustration-in-wake-of-election,https://postmediatorontosun.files.wordpress.com/2019/10/flags-e1572135244195.jpg,2019-10-27T00:15:00Z,b c needs us every time someone brings up separation an expert says a landlocked country cant sell if alberta separated b c would find itself in dire need of a pipeline to canada customs can be troublesome cant they havent we paid our master 
158,"{'id': None, 'name': 'Globalnews.ca'}",Dallas Flexhaug,word on the street how is western alienation affecting voters in the 2019 federal election global news,as voters begin to head to the polls one expert worries the 2019 federal election has widened the divide between eastern and western canada rather than addressed it ,http://globalnews.ca/news/6022188/word-on-the-street-western-alienation/,https://shawglobalnews.files.wordpress.com/2019/10/21922398.jpg?quality=70&strip=all&crop=0px%2C86px%2C4426px%2C2339px&resize=720%2C379,2019-10-15T15:07:10Z,each day this week global news will explore some of the issues that matter to calgary voters as we approach the 2019 federal election in a new segment called word on the street the global news morning calgary team took to the streets last week to find out 
159,"{'id': None, 'name': 'Montrealgazette.com'}",,live coverage canada holds its breath awaiting results of tight election montreal gazette,welcome to the montreal gazettes live coverage of election night in canada stay tuned throughout the night for updates and analysis ,https://montrealgazette.com/news/national/election-2019/live-coverage-canada-holds-its-breath-awaiting-results-of-tight-election,https://postmediamontrealgazette2.files.wordpress.com/2019/10/afp_1lb42f.jpg,2019-10-21T22:09:50Z,welcome to the montreal gazettes live election coverage stay tuned throughout the night for updates and analysis questions comments ariga 6 50 p m the two who could be pm 6 25 p m smooth sailing in montreal so far voting seems to be go 
160,"{'id': 'the-globe-and-mail', 'name': 'The Globe And Mail'}",,vancouver granville is split down the middle as former liberal jody wilson raybould seeks re election the globe and mail,its a test of ms wilson rayboulds own brand and perhaps of her long term viability in federal politics which in canada remains a deeply partisan game,https://www.theglobeandmail.com/canada/article-vancouver-granville-is-split-down-the-middle-as-former-liberal-jody/,https://www.theglobeandmail.com/resizer/H9FqicPjeBHKV6nDQg681iXB52s=/1200x0/filters:quality(80)/arc-anglerfish-tgam-prod-tgam.s3.amazonaws.com/public/ZGQSM4PIGJD6LEOYG2HBIQBXWU.JPG,2019-10-17T22:50:06Z,vancouver granville election signs for independent candidate jody wilson raybould and liberal candidate taleeb noormohamed are seen in vancouver on wednesday october 16 2019 darryl dyck the globe and mail darryl dyck the globe and mail janet moores famil 
161,"{'id': None, 'name': 'Telegraph.co.uk'}",,i thought britain had biased left wing media until i spent time in canada telegraph co uk,justin trudeau a man who can rsquo t remember how many times he darkened his skin for comic effect has managed to form a minority government in canada ,https://www.telegraph.co.uk/news/2019/10/27/thought-britain-had-biased-left-wing-media-spent-time-canada/,https://www.telegraph.co.uk/content/dam/news/2019/10/22/TELEMMGLPICT000213734537-xlarge_trans_NvBQzQNjv4BqyuLFFzXshuGqnr8zPdDWXiTUh73-1IAIBaONvUINpkg.jpeg?imwidth=1200,2019-10-27T06:00:00Z,justin trudeau a man who cant remember how many times he darkened his skin for comic effect has managed to form a minority government in canada his liberal party won mondays election with fewer votes than the conservatives but under a quirk of the first 
162,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,canada ndp leader says trudeau must respect realities of minority government,the leader of canada s left wing new democratic party outlined his priority social issues including housing and healthcare on tuesday and said he hopes prime minister justin trudeau respects that he will need to work with other parties ,https://www.reuters.com/article/us-canada-election-ndp-idUSKBN1X123L,https://s4.reutersmedia.net/resources/r/?m=02&d=20191022&t=2&i=1443800680&w=1200&r=LYNXMPEF9L1IU,2019-10-22T16:57:06Z,burnaby british columbia reuters the leader of canadas left wing new democratic party outlined his priority social issues including housing and healthcare on tuesday and said he hopes prime minister justin trudeau respects that he will need to work wit 
163,"{'id': None, 'name': 'Gizmodo.com'}","Yessenia Funes on Earther, shared by Brian Kahn to Gizmodo",the keystone pipeline spilled oil again ,pipelines were made for transporting oil but some it appears were made for leaking the keystone pipeline system is one of those read more ,https://earther.gizmodo.com/the-keystone-pipeline-spilled-oil-again-1839501771,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/hlilaj2f7prb99a1f103.jpg",2019-10-31T15:58:00Z,pipelines were made for transporting oil but some it appears were made for leaking the keystone pipeline system is one of those the system runs more than 2 600 miles from canada and into nebraska where it splits and on tuesday night it began to spill 
164,"{'id': 'cnn', 'name': 'CNN'}",Lilit Marcus,the toronto restaurant with a secret sake menu,for some chefs owning and operating a successful restaurant is achievement enough but for mitch bates owner of upscale toronto restaurant grey gardens food and drink are never something you can stop learning about ,https://www.cnn.com/travel/article/grey-gardens-sakai-bar-toronto/index.html,https://dynaimage.cdn.cnn.com/cnn/w_1200/http%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F191011131103-mitch-bates-sake-toronto-00011414-super-tease.jpg,2019-10-11T07:01:51Z, cnn for some chefs owning and operating a successful restaurant is achievement enough but for mitch bates owner of upscale toronto restaurant grey gardens food and drink are never something you can stop learning about the american born chef honed his 
165,"{'id': None, 'name': 'Cnet.com'}",Michelle Meyers,best buy canada reportedly posts pixel 4 product page briefly cnet,screen grabs seem to confirm the updates we re expecting for google s flagship phone such as an iphone 11 like square configuration ,https://www.cnet.com/news/best-buy-canada-reportedly-posts-pixel-4-product-page-briefly/,https://cnet2.cbsistatic.com/img/ROjDnqBB7RGV3kXSDREyDC_VQRU=/756x567/2019/10/13/4b120331-1c0d-4bdd-aacf-f9f4d2069229/screen-shot-2019-10-13-at-10-43-42-am.png,2019-10-13T17:42:00Z,9to5google got a screenshot of a preorder page posted saturday at best buy canada 9to5google best buy canada screenshot by cnet sure we ll find out everything we need to know about google s updated flagship phones the pixel 4 and 4 xl in just a couple d 
166,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",Megan Specia,nobel prize in physics awarded for study of the universes structure,james peebles split the prize with michel mayor and didier queloz who were honored for their contributions to discoveries that expanded understanding of the universe ,https://www.nytimes.com/2019/10/08/science/nobel-prize-physics.html,https://static01.nyt.com/images/2019/10/08/world/08nobel/08nobel-facebookJumbo.jpg,2019-10-08T10:03:38Z,the nobel prize in physics was awarded jointly to james peebles michel mayor and didier queloz for their contributions to the understanding of the evolution of the universe and the earths place in the cosmos mr peebles was awarded half the prize while m 
167,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Greg Kumparak,siriusxm picks up voice control support on google nest devices,good news satellite radio fans siriusxm is getting a bit easier to control on your various google home and nest mini speakers the streaming radio network is at long last getting support for google assistant allowing you to say things like hey google pla,http://techcrunch.com/2019/10/30/lets-get-sirius-siriusxm-picks-up-voice-control-support-on-google-nest-devices/,https://techcrunch.com/wp-content/uploads/2016/11/5-google-home.png?w=602,2019-10-30T13:01:48Z,good news satellite radio fans siriusxm is getting a bit easier to control on your various google home and nest mini speakers the streaming radio network is at long last getting support for google assistant allowing you to say things like hey google pla 
